ticker,volatility
ADANIENT,0.028586008050086115
ADANIPORTS,0.02606856007970443
BEL,0.023322652597224287
TRENT,0.02307643845991601
ONGC,0.022276662048583376
BPCL,0.022107739351456136
SHRIRAMFIN,0.021601446953883083
COALINDIA,0.021430775808551093
HINDALCO,0.019601374698575827
NTPC,0.01944405278479319
